Indicator,Group,State,Subgroup,Time Period Start Date,Time Period End Date,Value
Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,2021-02-03,2021-02-15,38.7
Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,2021-02-03,2021-02-15,40.2
Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,2021-02-03,2021-02-15,39.9
Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,2021-02-03,2021-02-15,40.6
Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,2021-02-03,2021-02-15,30.9
Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,2021-02-03,2021-02-15,38.8
Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,2021-02-03,2021-02-15,38.1
Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,2021-02-03,2021-02-15,35.4
Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,2021-02-03,2021-02-15,45.1
Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,2021-02-03,2021-02-15,38.7
Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,2021-02-03,2021-02-15,36.4
Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,2021-02-03,2021-02-15,35.5
Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,2021-02-03,2021-02-15,38.9
Anxiety Disorder or Depressive Disorder,By State,New York,New York,2021-02-03,2021-02-15,41.8
Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,2021-02-03,2021-02-15,42.9
Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,2021-02-03,2021-02-15,38.8
Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,2021-02-03,2021-02-15,41.7
Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,2021-02-03,2021-02-15,41.3
Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,2021-02-03,2021-02-15,32.1
Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,2021-02-03,2021-02-15,33.9
Anxiety Disorder,By State,Tennessee,Tennessee,2021-02-03,2021-02-15,35.5
Anxiety Disorder,By State,South Dakota,South Dakota,2021-02-03,2021-02-15,29.6
Anxiety Disorder,By State,South Carolina,South Carolina,2021-02-03,2021-02-15,34.7
Anxiety Disorder,By State,Rhode Island,Rhode Island,2021-02-03,2021-02-15,31.3
Anxiety Disorder,By State,Pennsylvania,Pennsylvania,2021-02-03,2021-02-15,29.7
Anxiety Disorder,By State,Oregon,Oregon,2021-02-03,2021-02-15,39.8
Anxiety Disorder,By State,Oklahoma,Oklahoma,2021-02-03,2021-02-15,33.1
Anxiety Disorder,By State,Ohio,Ohio,2021-02-03,2021-02-15,31.2
Anxiety Disorder,By State,North Dakota,North Dakota,2021-02-03,2021-02-15,30.7
Anxiety Disorder,By State,North Carolina,North Carolina,2021-02-03,2021-02-15,33.8
Anxiety Disorder,By State,New York,New York,2021-02-03,2021-02-15,36.0
Anxiety Disorder,By State,New Mexico,New Mexico,2021-02-03,2021-02-15,37.2
Anxiety Disorder,By State,New Jersey,New Jersey,2021-02-03,2021-02-15,34.3
Anxiety Disorder,By State,New Hampshire,New Hampshire,2021-02-03,2021-02-15,29.3
Anxiety Disorder,By State,Nevada,Nevada,2021-02-03,2021-02-15,39.0
Anxiety Disorder,By State,Nebraska,Nebraska,2021-02-03,2021-02-15,30.7
Anxiety Disorder,By State,Montana,Montana,2021-02-03,2021-02-15,25.0
Anxiety Disorder,By State,Missouri,Missouri,2021-02-03,2021-02-15,33.0
Anxiety Disorder,By State,Mississippi,Mississippi,2021-02-03,2021-02-15,38.6
Anxiety Disorder,By State,Minnesota,Minnesota,2021-02-03,2021-02-15,26.9
Anxiety Disorder,By State,Michigan,Michigan,2021-02-03,2021-02-15,34.4
Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,2021-02-03,2021-02-15,40.1
Anxiety Disorder,By State,Maryland,Maryland,2021-02-03,2021-02-15,33.8
Anxiety Disorder,By State,Texas,Texas,2021-02-03,2021-02-15,34.8
Anxiety Disorder,By State,Utah,Utah,2021-02-03,2021-02-15,35.6
Anxiety Disorder,By State,Massachusetts,Massachusetts,2021-02-03,2021-02-15,34.4
Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,2021-02-03,2021-02-15,39.0
Anxiety Disorder,By State,Vermont,Vermont,2021-02-03,2021-02-15,36.0
Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,2021-02-03,2021-02-15,43.2
Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,2021-02-03,2021-02-15,48.3
Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2021-02-03,2021-02-15,44.1
Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2021-02-03,2021-02-15,36.2
Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2021-02-03,2021-02-15,41.9
Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2021-02-03,2021-02-15,43.8
Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,2021-02-03,2021-02-15,43.0
Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,2021-02-03,2021-02-15,35.5
Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,2021-02-03,2021-02-15,23.3
Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,2021-02-03,2021-02-15,24.7
Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2021-02-03,2021-02-15,37.7
Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,2021-02-03,2021-02-15,36.9
Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,2021-02-03,2021-02-15,40.7
Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,2021-02-03,2021-02-15,44.3
Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,2021-02-03,2021-02-15,56.3
Anxiety Disorder,By State,Virginia,Virginia,2021-02-03,2021-02-15,33.3
Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2021-02-03,2021-02-15,39.3
Anxiety Disorder,By State,Wyoming,Wyoming,2021-02-03,2021-02-15,25.1
Anxiety Disorder,By State,Wisconsin,Wisconsin,2021-02-03,2021-02-15,32.2
Anxiety Disorder,By State,West Virginia,West Virginia,2021-02-03,2021-02-15,37.2
Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,2021-02-03,2021-02-15,32.6
Anxiety Disorder,By State,Washington,Washington,2021-02-03,2021-02-15,36.4
Depressive Disorder,By State,Wisconsin,Wisconsin,2021-02-17,2021-03-01,20.7
Depressive Disorder,By State,Wyoming,Wyoming,2021-02-17,2021-03-01,28.3
Anxiety Disorder,National Estimate,United States,United States,2021-02-17,2021-03-01,33.4
Anxiety Disorder,By Age,United States,18 - 29 years,2021-02-17,2021-03-01,47.4
Anxiety Disorder,By Age,United States,60 - 69 years,2021-02-17,2021-03-01,25.8
Anxiety Disorder,By Age,United States,40 - 49 years,2021-02-17,2021-03-01,35.6
Anxiety Disorder,By Age,United States,50 - 59 years,2021-02-17,2021-03-01,32.3
Anxiety Disorder,By Age,United States,70 - 79 years,2021-02-17,2021-03-01,19.6
Depressive Disorder,By State,West Virginia,West Virginia,2021-02-17,2021-03-01,29.0
Anxiety Disorder,By Age,United States,30 - 39 years,2021-02-17,2021-03-01,38.9
Depressive Disorder,By State,Washington,Washington,2021-02-17,2021-03-01,27.8
Depressive Disorder,By State,Ohio,Ohio,2021-02-17,2021-03-01,29.1
Depressive Disorder,By State,Vermont,Vermont,2021-02-17,2021-03-01,25.7
Depressive Disorder,By State,Utah,Utah,2021-02-17,2021-03-01,25.4
Depressive Disorder,By State,Texas,Texas,2021-02-17,2021-03-01,27.6
Depressive Disorder,By State,Tennessee,Tennessee,2021-02-17,2021-03-01,31.2
Depressive Disorder,By State,South Dakota,South Dakota,2021-02-17,2021-03-01,20.2
Depressive Disorder,By State,South Carolina,South Carolina,2021-02-17,2021-03-01,29.6
Depressive Disorder,By State,Rhode Island,Rhode Island,2021-02-17,2021-03-01,26.5
Depressive Disorder,By State,Pennsylvania,Pennsylvania,2021-02-17,2021-03-01,27.4
Anxiety Disorder,By Age,United States,80 years and above,2021-02-17,2021-03-01,18.1
Depressive Disorder,By State,Oregon,Oregon,2021-02-17,2021-03-01,29.7
Depressive Disorder,By State,Oklahoma,Oklahoma,2021-02-17,2021-03-01,29.5
Depressive Disorder,By State,Virginia,Virginia,2021-02-17,2021-03-01,25.3
Anxiety Disorder,By Sex,United States,Male,2021-02-17,2021-03-01,29.6
Anxiety Disorder,By State,Arizona,Arizona,2021-02-17,2021-03-01,31.6
Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2021-02-17,2021-03-01,36.9
Anxiety Disorder,By State,Iowa,Iowa,2021-02-17,2021-03-01,29.1
Anxiety Disorder,By State,Indiana,Indiana,2021-02-17,2021-03-01,33.9
Anxiety Disorder,By State,Illinois,Illinois,2021-02-17,2021-03-01,34.2
Anxiety Disorder,By State,Idaho,Idaho,2021-02-17,2021-03-01,30.2
Anxiety Disorder,By State,Hawaii,Hawaii,2021-02-17,2021-03-01,31.9
Anxiety Disorder,By State,Georgia,Georgia,2021-02-17,2021-03-01,34.7
Anxiety Disorder,By State,Florida,Florida,2021-02-17,2021-03-01,32.2
Anxiety Disorder,By State,District of Columbia,District of Columbia,2021-02-17,2021-03-01,34.5
Anxiety Disorder,By State,Delaware,Delaware,2021-02-17,2021-03-01,30.3
Anxiety Disorder,By State,Connecticut,Connecticut,2021-02-17,2021-03-01,35.8
Anxiety Disorder,By State,Colorado,Colorado,2021-02-17,2021-03-01,31.8
Anxiety Disorder,By State,California,California,2021-02-17,2021-03-01,35.9
Anxiety Disorder,By State,Arkansas,Arkansas,2021-02-17,2021-03-01,33.7
Anxiety Disorder,By State,Alaska,Alaska,2021-02-17,2021-03-01,31.9
Anxiety Disorder,By State,Alabama,Alabama,2021-02-17,2021-03-01,30.0
Anxiety Disorder,By Education,United States,Bachelor's degree or higher,2021-02-17,2021-03-01,28.2
Anxiety Disorder,By Education,United States,Some college/Associate's degree,2021-02-17,2021-03-01,37.4
Anxiety Disorder,By Education,United States,High school diploma or GED,2021-02-17,2021-03-01,33.4
Anxiety Disorder,By Education,United States,Less than a high school diploma,2021-02-17,2021-03-01,39.2
Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2021-02-17,2021-03-01,42.8
Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2021-02-17,2021-03-01,27.6
Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2021-02-17,2021-03-01,35.5
Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2021-02-17,2021-03-01,32.1
Anxiety Disorder,By Sex,United States,Female,2021-02-17,2021-03-01,36.8
Depressive Disorder,By State,North Dakota,North Dakota,2021-02-17,2021-03-01,20.3
Depressive Disorder,By Age,United States,30 - 39 years,2021-02-17,2021-03-01,31.7
Depressive Disorder,By State,New York,New York,2021-02-17,2021-03-01,28.2
Depressive Disorder,By State,California,California,2021-02-17,2021-03-01,29.5
Depressive Disorder,By State,Arkansas,Arkansas,2021-02-17,2021-03-01,28.2
Depressive Disorder,By State,Arizona,Arizona,2021-02-17,2021-03-01,28.7
Depressive Disorder,By State,Alaska,Alaska,2021-02-17,2021-03-01,22.0
Depressive Disorder,By State,Alabama,Alabama,2021-02-17,2021-03-01,27.6
Depressive Disorder,By Education,United States,Bachelor's degree or higher,2021-02-17,2021-03-01,20.6
Depressive Disorder,By Education,United States,Some college/Associate's degree,2021-02-17,2021-03-01,31.6
Depressive Disorder,By Education,United States,High school diploma or GED,2021-02-17,2021-03-01,30.0
Depressive Disorder,By Education,United States,Less than a high school diploma,2021-02-17,2021-03-01,35.1
Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2021-02-17,2021-03-01,35.0
Depressive Disorder,By Age,United States,18 - 29 years,2021-02-17,2021-03-01,43.2
Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2021-02-17,2021-03-01,25.2
Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2021-02-17,2021-03-01,31.3
Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2021-02-17,2021-03-01,26.6
Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2021-02-17,2021-03-01,29.5
Depressive Disorder,By Sex,United States,Female,2021-02-17,2021-03-01,28.7
Depressive Disorder,By Sex,United States,Male,2021-02-17,2021-03-01,26.7
Depressive Disorder,By Age,United States,80 years and above,2021-02-17,2021-03-01,14.9
Depressive Disorder,By Age,United States,70 - 79 years,2021-02-17,2021-03-01,16.9
Depressive Disorder,By Age,United States,60 - 69 years,2021-02-17,2021-03-01,21.1
Depressive Disorder,By Age,United States,50 - 59 years,2021-02-17,2021-03-01,27.1
Anxiety Disorder,By State,Kansas,Kansas,2021-02-17,2021-03-01,27.6
Depressive Disorder,By Age,United States,40 - 49 years,2021-02-17,2021-03-01,27.1
Depressive Disorder,By State,Colorado,Colorado,2021-02-17,2021-03-01,28.1
Depressive Disorder,By State,North Carolina,North Carolina,2021-02-17,2021-03-01,30.3
Depressive Disorder,By State,Connecticut,Connecticut,2021-02-17,2021-03-01,28.1
Depressive Disorder,By State,District of Columbia,District of Columbia,2021-02-17,2021-03-01,21.3
Depressive Disorder,By State,New Mexico,New Mexico,2021-02-17,2021-03-01,32.0
Depressive Disorder,By State,New Jersey,New Jersey,2021-02-17,2021-03-01,26.5
Depressive Disorder,By State,New Hampshire,New Hampshire,2021-02-17,2021-03-01,23.5
Depressive Disorder,By State,Nevada,Nevada,2021-02-17,2021-03-01,36.1
Depressive Disorder,By State,Nebraska,Nebraska,2021-02-17,2021-03-01,18.8
Depressive Disorder,By State,Montana,Montana,2021-02-17,2021-03-01,23.5
Depressive Disorder,By State,Missouri,Missouri,2021-02-17,2021-03-01,27.2
Depressive Disorder,By State,Mississippi,Mississippi,2021-02-17,2021-03-01,32.9
Depressive Disorder,By State,Minnesota,Minnesota,2021-02-17,2021-03-01,18.3
Depressive Disorder,By State,Michigan,Michigan,2021-02-17,2021-03-01,26.9
Depressive Disorder,By State,Massachusetts,Massachusetts,2021-02-17,2021-03-01,29.3
Depressive Disorder,By State,Maryland,Maryland,2021-02-17,2021-03-01,25.0
Depressive Disorder,By State,Maine,Maine,2021-02-17,2021-03-01,25.9
Depressive Disorder,By State,Louisiana,Louisiana,2021-02-17,2021-03-01,31.9
Depressive Disorder,By State,Kentucky,Kentucky,2021-02-17,2021-03-01,34.0
Depressive Disorder,By State,Kansas,Kansas,2021-02-17,2021-03-01,22.9
Depressive Disorder,By State,Iowa,Iowa,2021-02-17,2021-03-01,25.3
Depressive Disorder,By State,Indiana,Indiana,2021-02-17,2021-03-01,26.9
Depressive Disorder,By State,Illinois,Illinois,2021-02-17,2021-03-01,27.4
Depressive Disorder,By State,Idaho,Idaho,2021-02-17,2021-03-01,24.1
Depressive Disorder,By State,Hawaii,Hawaii,2021-02-17,2021-03-01,22.3
Depressive Disorder,By State,Georgia,Georgia,2021-02-17,2021-03-01,28.3
Depressive Disorder,By State,Florida,Florida,2021-02-17,2021-03-01,27.8
Depressive Disorder,By State,Delaware,Delaware,2021-02-17,2021-03-01,21.6
Anxiety Disorder,By State,Kentucky,Kentucky,2021-02-17,2021-03-01,40.1
Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,2021-02-17,2021-03-01,31.3
Anxiety Disorder,By State,Maine,Maine,2021-02-17,2021-03-01,33.4
Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,2021-02-17,2021-03-01,45.8
Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,2021-02-17,2021-03-01,27.8
Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,2021-02-17,2021-03-01,38.3
Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,2021-02-17,2021-03-01,39.7
Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,2021-02-17,2021-03-01,36.8
Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,2021-02-17,2021-03-01,36.8
Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,2021-02-17,2021-03-01,42.5
Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,2021-02-17,2021-03-01,45.9
Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,2021-02-17,2021-03-01,31.5
Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,2021-02-17,2021-03-01,34.3
Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,2021-02-17,2021-03-01,31.1
Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,2021-02-17,2021-03-01,38.8
Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,2021-02-17,2021-03-01,35.9
Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,2021-02-17,2021-03-01,34.6
Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,2021-02-17,2021-03-01,40.7
Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,2021-02-17,2021-03-01,38.5
Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,2021-02-17,2021-03-01,36.4
Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,2021-02-17,2021-03-01,33.7
Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,2021-02-17,2021-03-01,40.6
Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,2021-02-17,2021-03-01,37.6
Anxiety Disorder or Depressive Disorder,By State,California,California,2021-02-17,2021-03-01,41.5
Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,2021-02-17,2021-03-01,39.7
Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,2021-02-17,2021-03-01,38.2
Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,2021-02-17,2021-03-01,38.9
Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,2021-02-17,2021-03-01,25.5
Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,2021-02-17,2021-03-01,34.4
Depressive Disorder,National Estimate,United States,United States,2021-02-17,2021-03-01,27.8
Anxiety Disorder,By State,Louisiana,Louisiana,2021-02-17,2021-03-01,39.0
Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,2021-02-17,2021-03-01,38.1
Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,2021-02-17,2021-03-01,30.4
Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,2021-02-17,2021-03-01,39.1
Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,2021-02-17,2021-03-01,40.1
Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,2021-02-17,2021-03-01,37.0
Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,2021-02-17,2021-03-01,37.2
Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,2021-02-17,2021-03-01,36.8
Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,2021-02-17,2021-03-01,40.9
Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,2021-02-17,2021-03-01,46.5
Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,2021-02-17,2021-03-01,43.5
Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,2021-02-17,2021-03-01,38.5
Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,2021-02-17,2021-03-01,38.3
Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,2021-02-17,2021-03-01,41.2
Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,2021-02-17,2021-03-01,42.2
Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,2021-02-17,2021-03-01,38.3
Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,2021-02-17,2021-03-01,30.1
Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,2021-02-17,2021-03-01,38.8
Anxiety Disorder or Depressive Disorder,By State,New York,New York,2021-02-17,2021-03-01,38.7
Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,2021-02-17,2021-03-01,42.5
Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,2021-02-17,2021-03-01,38.0
Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,2021-02-17,2021-03-01,36.6
Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,2021-02-17,2021-03-01,35.6
Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,2021-02-17,2021-03-01,37.8
Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,2021-02-17,2021-03-01,32.3
Anxiety Disorder,By State,Tennessee,Tennessee,2021-02-17,2021-03-01,37.6
Anxiety Disorder,By State,South Dakota,South Dakota,2021-02-17,2021-03-01,26.8
Anxiety Disorder,By State,South Carolina,South Carolina,2021-02-17,2021-03-01,27.9
Anxiety Disorder,By State,Rhode Island,Rhode Island,2021-02-17,2021-03-01,32.8
Anxiety Disorder,By State,Pennsylvania,Pennsylvania,2021-02-17,2021-03-01,32.6
Anxiety Disorder,By State,Oregon,Oregon,2021-02-17,2021-03-01,35.5
Anxiety Disorder,By State,Oklahoma,Oklahoma,2021-02-17,2021-03-01,36.1
Anxiety Disorder,By State,Ohio,Ohio,2021-02-17,2021-03-01,33.7
Anxiety Disorder,By State,North Dakota,North Dakota,2021-02-17,2021-03-01,25.3
Anxiety Disorder,By State,North Carolina,North Carolina,2021-02-17,2021-03-01,33.0
Anxiety Disorder,By State,New York,New York,2021-02-17,2021-03-01,32.7
Anxiety Disorder,By State,New Mexico,New Mexico,2021-02-17,2021-03-01,33.5
Anxiety Disorder,By State,New Jersey,New Jersey,2021-02-17,2021-03-01,33.1
Anxiety Disorder,By State,New Hampshire,New Hampshire,2021-02-17,2021-03-01,26.6
Anxiety Disorder,By State,Nevada,Nevada,2021-02-17,2021-03-01,40.9
Anxiety Disorder,By State,Nebraska,Nebraska,2021-02-17,2021-03-01,21.4
Anxiety Disorder,By State,Montana,Montana,2021-02-17,2021-03-01,25.2
Anxiety Disorder,By State,Missouri,Missouri,2021-02-17,2021-03-01,34.4
Anxiety Disorder,By State,Mississippi,Mississippi,2021-02-17,2021-03-01,40.5
Anxiety Disorder,By State,Minnesota,Minnesota,2021-02-17,2021-03-01,25.0
Anxiety Disorder,By State,Michigan,Michigan,2021-02-17,2021-03-01,32.7
Anxiety Disorder,By State,Massachusetts,Massachusetts,2021-02-17,2021-03-01,33.4
Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,2021-02-17,2021-03-01,36.5
Anxiety Disorder,By State,Texas,Texas,2021-02-17,2021-03-01,34.8
Anxiety Disorder,By State,Utah,Utah,2021-02-17,2021-03-01,32.4
Anxiety Disorder,By State,Maryland,Maryland,2021-02-17,2021-03-01,32.3
Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",2021-02-17,2021-03-01,37.4
Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,2021-02-17,2021-03-01,43.5
Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,2021-02-17,2021-03-01,39.7
Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,2021-02-17,2021-03-01,46.0
Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",2021-02-17,2021-03-01,48.6
Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",2021-02-17,2021-03-01,33.8
Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",2021-02-17,2021-03-01,41.5
Anxiety Disorder,By State,Vermont,Vermont,2021-02-17,2021-03-01,29.0
Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,2021-02-17,2021-03-01,42.9
Anxiety Disorder or Depressive Disorder,By Sex,United States,Female,2021-02-17,2021-03-01,42.0
Anxiety Disorder or Depressive Disorder,By Sex,United States,Male,2021-02-17,2021-03-01,35.5
Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,2021-02-17,2021-03-01,24.3
Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,2021-02-17,2021-03-01,22.4
Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,2021-02-17,2021-03-01,37.2
Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,2021-02-17,2021-03-01,39.8
Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,2021-02-17,2021-03-01,45.0
Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,2021-02-17,2021-03-01,56.1
Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,2021-02-17,2021-03-01,38.9
Anxiety Disorder,By State,Wyoming,Wyoming,2021-02-17,2021-03-01,33.2
Anxiety Disorder,By State,Wisconsin,Wisconsin,2021-02-17,2021-03-01,26.4
Anxiety Disorder,By State,West Virginia,West Virginia,2021-02-17,2021-03-01,33.3
Anxiety Disorder,By State,Washington,Washington,2021-02-17,2021-03-01,34.2
Anxiety Disorder,By State,Virginia,Virginia,2021-02-17,2021-03-01,31.9
Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,2021-02-17,2021-03-01,30.4
Anxiety Disorder,By Age,United States,18 - 29 years,2021-03-03,2021-03-15,43.7
Depressive Disorder,By State,Wyoming,Wyoming,2021-03-03,2021-03-15,26.4
Anxiety Disorder,National Estimate,United States,United States,2021-03-03,2021-03-15,31.4
Anxiety Disorder,By Age,United States,30 - 39 years,2021-03-03,2021-03-15,38.4
Depressive Disorder,By State,Oklahoma,Oklahoma,2021-03-03,2021-03-15,27.7
Anxiety Disorder,By Age,United States,50 - 59 years,2021-03-03,2021-03-15,30.5
Anxiety Disorder,By Age,United States,60 - 69 years,2021-03-03,2021-03-15,23.2
Anxiety Disorder,By Age,United States,70 - 79 years,2021-03-03,2021-03-15,17.2
Anxiety Disorder,By Age,United States,80 years and above,2021-03-03,2021-03-15,19.7
Anxiety Disorder,By Age,United States,40 - 49 years,2021-03-03,2021-03-15,33.2
Depressive Disorder,By State,Wisconsin,Wisconsin,2021-03-03,2021-03-15,22.2
Depressive Disorder,By State,Oregon,Oregon,2021-03-03,2021-03-15,31.3
Depressive Disorder,By State,Washington,Washington,2021-03-03,2021-03-15,26.6
Depressive Disorder,By State,Virginia,Virginia,2021-03-03,2021-03-15,25.1
Depressive Disorder,By State,Vermont,Vermont,2021-03-03,2021-03-15,20.1
Depressive Disorder,By State,Utah,Utah,2021-03-03,2021-03-15,24.0
Depressive Disorder,By State,Texas,Texas,2021-03-03,2021-03-15,25.1
Depressive Disorder,By State,Tennessee,Tennessee,2021-03-03,2021-03-15,24.6
Depressive Disorder,By State,South Dakota,South Dakota,2021-03-03,2021-03-15,15.9
Depressive Disorder,By State,South Carolina,South Carolina,2021-03-03,2021-03-15,21.1
Depressive Disorder,By State,Rhode Island,Rhode Island,2021-03-03,2021-03-15,24.1
